Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,Date
I182082398,2018-10-12,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I182084648,2018-10-19,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182084906,2018-10-20,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182084723,2018-10-20,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182086270,2018-10-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182086671,2018-10-27,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182087228,2018-10-29,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I182087516,2018-10-30,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182089567,2018-11-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182090467,2018-11-08,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I182091712,2018-11-13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182092361,2018-11-15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182093233,2018-11-18,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182093688,2018-11-19,E13,Fatal,Female,Unknown,Unknown,f,
I182093742,2018-11-19,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I182094352,2018-11-22,E13,Fatal,Male,White,Hispanic or Latinx,f,
I182093742,2018-11-19,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182093742,2018-11-19,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I182094714,2018-11-24,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182095652,2018-11-27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182075255,2018-09-18,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I182097014,2018-12-01,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182096701,2018-11-30,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182070177,2018-09-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182081712,2018-10-09,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182084402,2018-10-18,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182099711,2018-12-10,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182100721,2018-12-14,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182102684,2018-12-21,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182103426,2018-12-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182102892,2018-12-21,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182102973,2018-12-22,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I182104066,2018-12-27,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182104066,2018-12-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182104066,2018-12-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I182104797,2018-12-30,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I182105141,2018-12-31,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192000054,2019-01-01,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192000084,2019-01-01,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192001666,2019-01-06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192002129,2019-01-08,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
P190014586,2019-01-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192003016,2019-01-11,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192003069,2019-01-11,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192004854,2019-01-18,E13,Fatal,Male,White,Hispanic or Latinx,t,
I192004854,2019-01-18,E13,Non-Fatal,Male,White,Hispanic or Latinx,t,
I192005158,2019-01-19,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192005063,2019-01-19,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192006053,2019-01-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192006868,2019-01-26,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I192007720,2019-01-29,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f,
I192008538,2019-02-02,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I192008843,2019-02-03,B3,Fatal,Male,White,Hispanic or Latinx,f,
I192009132,2019-02-04,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192009502,2019-02-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192009691,2019-02-06,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192010119,2019-02-07,A7,Non-Fatal,Male,Unknown,Unknown,f,
I192010441,2019-02-09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192012410,2019-02-16,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192013647,2019-02-22,B2,Non-Fatal,Male,Unknown,Unknown,f,
I192015793,2019-03-02,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192017963,2019-03-11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192018395,2019-03-12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192019011,2019-03-14,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192018923,2019-03-14,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192019875,2019-03-17,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192019821,2019-03-17,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192020870,2019-03-21,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192023598,2019-03-31,E18,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192023577,2019-03-31,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192024972,2019-04-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192024890,2019-04-04,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192025403,2019-04-06,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192025403,2019-04-06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192025403,2019-04-06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192025673,2019-04-07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192025484,2019-04-06,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192027638,2019-04-14,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I192027439,2019-04-13,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192027439,2019-04-13,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192032179,2019-05-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192032179,2019-05-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192032179,2019-05-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192032179,2019-05-01,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192033527,2019-05-06,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192034557,2019-05-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192034557,2019-05-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192033997,2019-05-08,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192035092,2019-05-11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192036276,2019-05-15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192037314,2019-05-19,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I192037215,2019-05-19,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I192038009,2019-05-21,A7,Non-Fatal,Male,Unknown,Unknown,t,
I192038009,2019-05-21,A7,Non-Fatal,Male,Unknown,Unknown,t,
I192037998,2019-05-22,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192039068,2019-05-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192039535,2019-05-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192041160,2019-06-01,B2,Non-Fatal,Male,Unknown,Unknown,f,
I192041304,2019-06-02,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192041304,2019-06-02,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192041233,2019-06-01,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192041946,2019-06-04,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192042739,2019-06-06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192043502,2019-06-09,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192043502,2019-06-09,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I192044195,2019-06-11,E13,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192044239,2019-06-11,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192045000,2019-06-14,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192045558,2019-06-16,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192045572,2019-06-16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192046078,2019-06-17,E13,Fatal,Male,White,Hispanic or Latinx,t,
I192046078,2019-06-17,E13,Fatal,Male,White,Hispanic or Latinx,t,
I192046699,2019-06-19,C6,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192047772,2019-06-23,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192047536,2019-06-22,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192047777,2019-06-23,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192047777,2019-06-23,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192047800,2019-06-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192047704,2019-06-23,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192047704,2019-06-23,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192048395,2019-06-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192049454,2019-06-29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192049465,2019-06-29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192049778,2019-06-30,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I192051009,2019-07-03,E5,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192051306,2019-07-05,C11,Non-Fatal,Female,White,Hispanic or Latinx,f,
I192051307,2019-07-05,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192051282,2019-07-05,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I192051271,2019-07-04,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192051248,2019-07-04,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192051252,2019-07-04,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I192051252,2019-07-04,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192052001,2019-07-07,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192051849,2019-07-07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192051843,2019-07-07,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192051573,2019-07-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192051573,2019-07-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192051573,2019-07-05,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192051573,2019-07-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192051573,2019-07-05,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
I192051573,2019-07-05,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192052452,2019-07-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192054188,2019-07-14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192054188,2019-07-14,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
I192054283,2019-07-14,B2,Fatal,Male,White,Hispanic or Latinx,f,
I192054903,2019-07-17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192055085,2019-07-17,E5,Fatal,Male,Asian,Not Hispanic or Latinx,f,
I192055856,2019-07-19,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192056108,2019-07-20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192055856,2019-07-19,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192056543,2019-07-22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192057687,2019-07-26,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I192058537,2019-07-28,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192058537,2019-07-28,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192059447,2019-07-31,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192059447,2019-07-31,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192059525,2019-08-01,C11,Fatal,Male,White,Hispanic or Latinx,t,
I192059525,2019-08-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192060619,2019-08-04,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I192060554,2019-08-04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192060494,2019-08-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192061042,2019-08-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192061126,2019-08-06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192061126,2019-08-06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192061730,2019-08-07,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t,
I192061730,2019-08-07,B3,Non-Fatal,Male,White,Hispanic or Latinx,t,
I192061117,2019-08-06,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192062713,2019-08-11,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192062463,2019-08-10,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192062414,2019-08-10,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
I192063261,2019-08-12,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192064412,2019-08-16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192064585,2019-08-17,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I192064818,2019-08-17,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192066863,2019-08-23,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192066923,2019-08-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192066945,2019-08-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192067328,2019-08-25,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192067181,2019-08-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192067181,2019-08-25,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192068166,2019-08-28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192068834,2019-08-30,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192068826,2019-08-29,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
I192068826,2019-08-29,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192068724,2019-08-29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192071813,2019-09-08,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192071513,2019-09-07,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
I192071813,2019-09-08,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
I192072998,2019-09-11,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192074077,2019-09-15,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192074613,2019-09-16,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202083761,2020-11-12,E18,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
I192074923,2019-09-17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192075578,2019-09-19,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192075921,2019-09-20,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
I192077645,2019-09-26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
I192077627,2019-09-25,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192080960,2019-10-06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192083280,2019-10-14,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192083063,2019-10-14,B2,Non-Fatal,Male,Unknown,Unknown,f,
192082827,2019-10-13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192084830,2019-10-19,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
192085079,2019-10-20,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192086068,2019-10-23,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
192086707,2019-10-26,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
192086707,2019-10-26,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
192086707,2019-10-26,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
192088353,2019-10-31,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192088399,2019-11-01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192088243,2019-10-31,E18,Fatal,Male,White,Hispanic or Latinx,t,
192088243,2019-10-31,E18,Non-Fatal,Male,White,Hispanic or Latinx,t,
192088750,2019-11-01,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192088528,2019-11-01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192089556,2019-11-04,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192090990,2019-11-09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192093780,2019-11-19,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
192094131,2019-11-20,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
192094784,2019-11-23,A1,Fatal,Male,Unknown,Unknown,f,
192095802,2019-11-26,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
192096091,2019-11-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192096860,2019-11-30,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192098019,2019-12-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192101494,2019-12-17,B3,Non-Fatal,Male,Unknown,Unknown,t,
192101494,2019-12-17,B3,Non-Fatal,Male,Unknown,Unknown,t,
192102486,2019-12-20,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192102925,2019-12-22,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
192102925,2019-12-22,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
I192103915,2019-12-26,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
202002920,2020-01-11,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202002920,2020-01-11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202002686,2020-01-11,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
192088072,2019-10-30,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202003937,2020-01-15,E5,Non-Fatal,Male,White,Hispanic or Latinx,f,
202005082,2020-01-19,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
202005879,2020-01-22,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202006837,2020-01-26,B3,Non-Fatal,Male,Unknown,Unknown,f,
202008158,2020-01-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202008158,2020-01-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202009569,2020-02-04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202009888,2020-02-05,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f,
202010471,2020-02-07,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202010820,2020-02-09,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202012769,2020-02-16,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202012532,2020-02-15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202014058,2020-02-20,B3,Fatal,Male,White,Hispanic or Latinx,f,
202014280,2020-02-21,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202015077,2020-02-24,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202015140,2020-02-25,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202015695,2020-02-26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202016857,2020-03-01,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202017401,2020-03-03,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202018542,2020-03-07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202019731,2020-03-12,E13,Non-Fatal,Male,White,Hispanic or Latinx,f,
202021807,2020-03-20,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202021872,2020-03-21,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202022237,2020-03-22,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202022697,2020-03-24,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202022971,2020-03-25,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202023501,2020-03-28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202024454,2020-04-01,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202024634,2020-04-02,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
202025593,2020-04-07,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202026656,2020-04-12,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202026656,2020-04-12,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202026320,2020-04-10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202027076,2020-04-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202027248,2020-04-15,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202027311,2020-04-15,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202028084,2020-04-19,B2,Non-Fatal,Male,Unknown,Unknown,t,
202028084,2020-04-19,B2,Non-Fatal,Male,Unknown,Unknown,t,
202027859,2020-04-18,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202027887,2020-04-18,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202027597,2020-04-17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202028772,2020-04-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202028729,2020-04-22,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202028825,2020-04-23,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202029156,2020-04-24,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202029717,2020-04-27,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202030388,2020-04-30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202031103,2020-05-03,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202031103,2020-05-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202031103,2020-05-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202031077,2020-05-03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202031011,2020-05-03,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202030889,2020-05-03,C11,Non-Fatal,Male,Unknown,Unknown,f,
202030776,2020-05-02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202033320,2020-05-13,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202033591,2020-05-15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202034010,2020-05-16,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202034336,2020-05-18,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202035190,2020-05-21,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202035190,2020-05-21,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202035912,2020-05-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202035919,2020-05-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202035521,2020-05-23,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202036660,2020-05-27,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202036660,2020-05-27,B3,Non-Fatal,Male,White,Hispanic or Latinx,t,
202036660,2020-05-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202036660,2020-05-27,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202036660,2020-05-27,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202036664,2020-05-28,C6,Non-Fatal,Male,White,Hispanic or Latinx,f,
202037769,2020-05-31,D4,Non-Fatal,Male,Unknown,Unknown,f,
202037278,2020-05-30,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202038121,2020-06-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
